"Station Name (LEA)","join_key","ori","agency_name","agency_type_name","state_name","state_abbr","division_name","region_name","region_desc","county_name","nibrs","latitude","longitude","nibrs_start_date"
"FOUNTAIN POLICE DEPARTMENT","FOUNTAIN POLICE DEPARTMENT","CO0210200","FOUNTAIN POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","EL PASO",TRUE,38.695778,-104.70522,"01/01/1997"
"FOWLER POLICE DEPARTMENT","FOWLER POLICE DEPARTMENT","CO0450400","FOWLER POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","OTERO",TRUE,38.130898,-104.02448,"01/01/2012"
"GUNNISON  POLICE DEPARTMENT","GUNNISON POLICE DEPARTMENT","CO0260100","GUNNISON POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","GUNNISON",TRUE,38.669679,-107.078108,"01/01/2006"
"HAXTUN POLICE DEPARTMENT","HAXTUN POLICE DEPARTMENT","CO0480200","HAXTUN POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","PHILLIPS",TRUE,40.594712,-102.345105,"01/01/1999"
"IDAHO SPRINGS POLICE DEPARTMENT","IDAHO SPRINGS POLICE DEPARTMENT","CO0100100","IDAHO SPRINGS POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","CLEAR CREEK",TRUE,39.689403,-105.670791,"01/01/1997"
"KIOWA COUNTY SHERIFF'S OFFICE","KIOWA COUNTY SHERIFF'S OFFICE","CO0310000","KIOWA COUNTY SHERIFF'S OFFICE","County","Colorado","CO","Mountain","West","Region IV","KIOWA",FALSE,38.388466,-102.75621,"06/01/1998"
"LA PLATA COUNTY SHERIFFS OFFICE","LA PLATA COUNTY SHERIFF'S OFFICE","CO0340000","LA PLATA COUNTY SHERIFF'S OFFICE","County","Colorado","CO","Mountain","West","Region IV","LA PLATA",TRUE,37.287367,-107.839718,"12/01/2012"
"LAMAR POLICE DEPARTMENT","LAMAR POLICE DEPARTMENT","CO0500100","LAMAR POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","PROWERS",TRUE,38.084953,-102.618866,"01/01/1997"
"MONTE VISTA POLICE DEPARTMENT","MONTE VISTA POLICE DEPARTMENT","CO0530100","MONTE VISTA POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","RIO GRANDE",TRUE,37.485763,-106.453214,"01/01/1997"
"MORRISON POLICE DEPARTMENT","MORRISON POLICE DEPARTMENT","CO0300700","MORRISON POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","JEFFERSON",TRUE,39.65041,-105.1937,"01/01/2012"
"OAK CREEK POLICE DEPARTMENT","OAK CREEK POLICE DEPARTMENT","CO0540300","OAK CREEK POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","ROUTT",TRUE,40.483155,-106.985274,"01/01/2013"
"OTERO COUNTY SHERIFF'S OFFICE","OTERO COUNTY SHERIFF'S OFFICE","CO0450000","OTERO COUNTY SHERIFF'S OFFICE","County","Colorado","CO","Mountain","West","Region IV","OTERO",TRUE,37.986965,-103.54009,"01/01/1997"
"PALISADE POLICE DEPARTMENT","PALISADE POLICE DEPARTMENT","CO0390300","PALISADE POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","MESA",TRUE,39.019492,-108.461837,"01/01/1997"
"SANFORD POLICE DEPARTMENT","SANFORD POLICE DEPARTMENT","CO0110500","SANFORD POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","CONEJOS",FALSE,37.213406,-106.176447,NA
"SIMLA POLICE DEPARTMENT","SIMLA POLICE DEPARTMENT","CO0200200","SIMLA POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","ELBERT",FALSE,39.310582,-104.117729,"01/01/2015"
"TRINIDAD POLICE DEPARTMENT","TRINIDAD POLICE DEPARTMENT","CO0360100","TRINIDAD POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","LAS ANIMAS",TRUE,37.318831,-104.04411,"01/01/1997"
"VAIL POLICE DEPARTMENT","VAIL POLICE DEPARTMENT","CO0190100","VAIL POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","EAGLE",TRUE,39.627712,-106.42001,"01/01/1997"
"WHEAT RIDGE POLICE DEPARTMENT","WHEAT RIDGE POLICE DEPARTMENT","CO0300500","WHEAT RIDGE POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","JEFFERSON",TRUE,39.758446,-105.07984,"01/01/1997"
"YUMA POLICE DEPARTMENT","YUMA POLICE DEPARTMENT","CO0630200","YUMA POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","YUMA",TRUE,40.000631,-102.422649,"01/01/1997"
"EAST LYME POLICE DEPARTMENT","EAST LYME POLICE DEPARTMENT","CT0004500","EAST LYME POLICE DEPARTMENT","City","Connecticut","CT","New England","Northeast","Region I","NEW LONDON",TRUE,41.472651,-72.108633,"07/01/2017"
"ENFIELD POLICE DEPARTMENT","ENFIELD POLICE DEPARTMENT","CT0004900","ENFIELD POLICE DEPARTMENT","City","Connecticut","CT","New England","Northeast","Region I","HARTFORD",FALSE,41.99931,-72.59431,"01/01/2019"
"NAUGATUCK POLICE DEPARTMENT","NAUGATUCK POLICE DEPARTMENT","CT0008800","NAUGATUCK POLICE DEPARTMENT","City","Connecticut","CT","New England","Northeast","Region I","NEW HAVEN",TRUE,41.504784,-73.054276,"01/01/1998"
"STRATFORD POLICE DEPARTMENT","STRATFORD POLICE DEPARTMENT","CT0013800","STRATFORD POLICE DEPARTMENT","City","Connecticut","CT","New England","Northeast","Region I","FAIRFIELD",TRUE,41.200733,-73.12911,"01/01/2008"
"FREDERICA POLICE DEPARTMENT","FREDERICA POLICE DEPARTMENT","DE0010800","FREDERICA POLICE DEPARTMENT","City","Delaware","DE","South Atlantic","South","Region III","KENT",TRUE,39.097088,-75.502982,"11/01/2002"
"STATE POLICE","STATE POLICE","DEDSP0000","STATE POLICE","State Police","Delaware","DE","South Atlantic","South","Region III","",TRUE,39.156284,-75.486595,"08/01/2010"
"BAKER COUNTY SHERIFF'S OFFICE","BAKER COUNTY SHERIFF'S OFFICE","FL0020000","BAKER COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","BAKER",FALSE,30.294596,-82.12483,NA
"BARTOW POLICE DEPARTMENT","BARTOW POLICE DEPARTMENT","FL0530200","BARTOW POLICE DEPARTMENT","City","Florida","FL","South Atlantic","South","Region III","POLK",FALSE,27.901537,-81.84344,NA
"BAY COUNTY SHERIFF'S OFFICE","BAY COUNTY SHERIFF'S OFFICE","FL0030000","BAY COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","BAY",FALSE,30.237563,-85.631348,NA
"BONIFAY POLICE DEPARTMENT","BONIFAY POLICE DEPARTMENT","FL0300100","BONIFAY POLICE DEPARTMENT","City","Florida","FL","South Atlantic","South","Region III","HOLMES",FALSE,30.78491,-85.679924,NA
"BREVARD COUNTY SHERIFFS OFFICE","BREVARD COUNTY SHERIFF'S OFFICE","FL0050000","BREVARD COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","BREVARD",FALSE,28.607767,-80.81862,NA
"CITRUS COUNTY SHERIFF'S OFFICE","CITRUS COUNTY SHERIFF'S OFFICE","FL0090000","CITRUS COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","CITRUS",FALSE,28.834253,-82.32872,NA
"CLERMONT POLICE DEPARTMENT","CLERMONT POLICE DEPARTMENT","FL0350300","CLERMONT POLICE DEPARTMENT","City","Florida","FL","South Atlantic","South","Region III","LAKE",FALSE,28.764113,-81.712282,NA
"COLLIER COUNTY SHERIFFS OFFICE","COLLIER COUNTY SHERIFF'S OFFICE","FL0110000","COLLIER COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","COLLIER",FALSE,26.118712,-81.400884,NA
"FLAGLER COUNTY SHERIFF'S OFFICE","FLAGLER COUNTY SHERIFF'S OFFICE","FL0180000","FLAGLER COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","FLAGLER",FALSE,29.457785,-81.26104,NA
"HARDEE COUNTY SHERIFFS OFFICE","HARDEE COUNTY SHERIFF'S OFFICE","FL0250000","HARDEE COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","HARDEE",FALSE,27.492846,-81.82158,NA
"HENDRY COUNTY SHERIFFS OFFICE","HENDRY COUNTY SHERIFF'S OFFICE","FL0260000","HENDRY COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","HENDRY",FALSE,26.539967,-81.152114,NA
"HERNANDO COUNTY SHERIFFS OFFICE","HERNANDO COUNTY SHERIFF'S OFFICE","FL0270000","HERNANDO COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","HERNANDO",FALSE,28.567911,-82.464835,NA
"HIGHLANDS COUNTY SHERIFF'S OFFICE","HIGHLANDS COUNTY SHERIFF'S OFFICE","FL0280000","HIGHLANDS COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","HIGHLANDS",FALSE,27.493254,-81.43645,NA
"JEFFERSON COUNTY SHERIFF'S OFFICE","JEFFERSON COUNTY SHERIFF'S OFFICE","FL0330000","JEFFERSON COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","JEFFERSON",FALSE,30.504297,-83.88124,NA
"LAKE COUNTY SHERIFF'S OFFICE","LAKE COUNTY SHERIFF'S OFFICE","FL0350000","LAKE COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","LAKE",FALSE,28.801252,-81.73048,NA
"LEON COUNTY SHERIFF'S OFFICE","LEON COUNTY SHERIFF'S OFFICE","FL0370000","LEON COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","LEON",FALSE,30.439827,-84.335205,NA
"LEVY COUNTY SHERIFFS OFFICE","LEVY COUNTY SHERIFF'S OFFICE","FL0380000","LEVY COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","LEVY",FALSE,29.284457,-82.783462,NA
"LYNN HAVEN POLICE DEPARTMENT","LYNN HAVEN POLICE DEPARTMENT","FL0030700","LYNN HAVEN POLICE DEPARTMENT","City","Florida","FL","South Atlantic","South","Region III","BAY",FALSE,30.237333,-85.64769,NA
"MONROE COUNTY SHERIFF'S OFFICE","MONROE COUNTY SHERIFF'S OFFICE","FL0440000","MONROE COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","MONROE",FALSE,25.601043,-81.206777,NA
"NICEVILLE POLICE DEPARTMENT","NICEVILLE POLICE DEPARTMENT","FL0460300","NICEVILLE POLICE DEPARTMENT","City","Florida","FL","South Atlantic","South","Region III","OKALOOSA",FALSE,30.518335,-86.48268,NA
"NORTH MIAMI POLICE DEPARTMENT","NORTH MIAMI POLICE DEPARTMENT","FL0131800","NORTH MIAMI POLICE DEPARTMENT","City","Florida","FL","South Atlantic","South","Region III","MIAMI-DADE",FALSE,25.889427,-80.18439,NA
"OKEECHOBEE COUNTY SHERIFF'S OFFICE","OKEECHOBEE COUNTY SHERIFF'S OFFICE","FL0470000","OKEECHOBEE COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","OKEECHOBEE",FALSE,27.385592,-80.887388,NA
"ORLANDO POLICE DEPARTMENT","ORLANDO POLICE DEPARTMENT","FL0480400","ORLANDO POLICE DEPARTMENT","City","Florida","FL","South Atlantic","South","Region III","ORANGE",FALSE,28.514435,-81.323295,NA
"PINELLAS COUNTY SHERIFF'S OFFICE","PINELLAS COUNTY SHERIFF'S OFFICE","FL0520000","PINELLAS COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","PINELLAS",FALSE,27.903122,-82.739518,NA
"PUTNAM COUNTY SHERIFFS OFFICE","PUTNAM COUNTY SHERIFF'S OFFICE","FL0540000","PUTNAM COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","PUTNAM",FALSE,29.606006,-81.740894,NA
"SANTA ROSA COUNTY SHERIFF'S OFFICE","SANTA ROSA COUNTY SHERIFF'S OFFICE","FL0570000","SANTA ROSA COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","SANTA ROSA",FALSE,30.703633,-87.014255,NA
"SEMINOLE COUNTY SHERIFFS OFFICE","SEMINOLE COUNTY SHERIFF'S OFFICE","FL0590000","SEMINOLE COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","SEMINOLE",FALSE,28.690079,-81.13198,NA
"SPRINGFIELD POLICE DEPARTMENT","SPRINGFIELD POLICE DEPARTMENT","FL0030500","SPRINGFIELD POLICE DEPARTMENT","City","Florida","FL","South Atlantic","South","Region III","BAY",FALSE,30.237563,-85.631348,NA
"STUART POLICE DEPARTMENT","STUART POLICE DEPARTMENT","FL0430100","STUART POLICE DEPARTMENT","City","Florida","FL","South Atlantic","South","Region III","MARTIN",FALSE,27.079954,-80.398211,NA
"WALTON COUNTY SHERIFF'S OFFICE","WALTON COUNTY SHERIFF'S OFFICE","FL0660000","WALTON COUNTY SHERIFF'S OFFICE","County","Florida","FL","South Atlantic","South","Region III","WALTON",FALSE,30.631211,-86.176614,NA
"ATKINSON COUNTY SHERIFF'S OFFICE","ATKINSON COUNTY SHERIFF'S OFFICE","GA0020000","ATKINSON COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","ATKINSON",FALSE,31.296677,-82.878067,"10/01/2019"
"BAKER COUNTY SHERIFF'S OFFICE","BAKER COUNTY SHERIFF'S OFFICE","GA0040000","BAKER COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","BAKER",FALSE,31.31958,-84.454881,NA
"BALDWIN POLICE DEPARTMENT","BALDWIN POLICE DEPARTMENT","GA0680500","BALDWIN POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","BANKS; HABERSHAM",FALSE,34.635108,-83.526406,NA
"BOSTON POLICE DEPARTMENT","BOSTON POLICE DEPARTMENT","GA1360200","BOSTON POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","THOMAS",FALSE,30.864606,-83.91982,NA
"BRANTLEY COUNTY SHERIFFS OFFICE","BRANTLEY COUNTY SHERIFF'S OFFICE","GA0130000","BRANTLEY COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","BRANTLEY",FALSE,31.197334,-81.982978,NA
"BROOKS COUNTY SHERIFFS OFFICE","BROOKS COUNTY SHERIFF'S OFFICE","GA0140000","BROOKS COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","BROOKS",FALSE,30.822934,-83.581905,"10/01/2019"
"BUCHANAN POLICE DEPARTMENT","BUCHANAN POLICE DEPARTMENT","GA0710300","BUCHANAN POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","HARALSON",FALSE,33.795165,-85.220062,NA
"BULLOCH COUNTY SHERIFFS OFFICE","BULLOCH COUNTY SHERIFF'S OFFICE","GA0160000","BULLOCH COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","BULLOCH",FALSE,32.467293,-81.76302,NA
"BUTLER POLICE DEPARTMENT","BUTLER POLICE DEPARTMENT","GA1330100","BUTLER POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","TAYLOR",FALSE,32.554667,-84.251426,NA
"CANTON POLICE DEPARTMENT","CANTON POLICE DEPARTMENT","GA0280100","CANTON POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","CHEROKEE",FALSE,34.23541,-84.490005,NA
"CANTON POLICE DEPARTMENT","CANON POLICE DEPARTMENT","GA0590400","CANON POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","HART; FRANKLIN",FALSE,34.375155,-83.22729,"09/01/2019"
"CLAYTON COUNTY POLICE DEPARTMENT","CLAYTON COUNTY POLICE DEPARTMENT","GA0310100","CLAYTON COUNTY POLICE DEPARTMENT","County","Georgia","GA","South Atlantic","South","Region III","CLAYTON",FALSE,33.541374,-84.34508,"06/01/2019"
"COLUMBUS POLICE DEPARTMENT","COLUMBUS POLICE DEPARTMENT","GA1060100","COLUMBUS POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","MUSCOGEE",FALSE,32.464756,-84.98599,NA
"DODGE COUNTY SHERIFFS OFFICE","DODGE COUNTY SHERIFF'S OFFICE","GA0450000","DODGE COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","DODGE",FALSE,32.200294,-83.17538,NA
"DOUGLAS COUNTY SHERIFFS OFFICE","DOUGLAS COUNTY SHERIFF'S OFFICE","GA0480000","DOUGLAS COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","DOUGLAS",FALSE,33.748375,-84.7535,"10/01/2019"
"GREENVILLE POLICE DEPARTMENT","GREENVILLE POLICE DEPARTMENT","GA0990200","GREENVILLE POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","MERIWETHER",FALSE,33.03022,-84.663279,NA
"HALL COUNTY SHERIFF'S OFFICE","HALL COUNTY SHERIFF'S OFFICE","GA0690000","HALL COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","HALL",TRUE,34.317588,-83.818497,"01/01/2018"
"HOUSTON COUNTY SHERIFF'S OFFICE","HOUSTON COUNTY SHERIFF'S OFFICE","GA0760000","HOUSTON COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","HOUSTON",FALSE,32.598057,-83.6651,NA
"JONESBORO POLICE DEPARTMENT","JONESBORO POLICE DEPARTMENT","GA0310400","JONESBORO POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","CLAYTON",FALSE,33.516556,-84.353935,NA
"LAKE CITY POLICE DEPAFTMENT","LAKE CITY POLICE DEPARTMENT","GA0310600","LAKE CITY POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","CLAYTON",TRUE,33.60693,-84.34333,"09/01/2018"
"MADISON COUNTY SHERIFF'S OFFICE","MADISON COUNTY SHERIFF'S OFFICE","GA0970000","MADISON COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","MADISON",FALSE,34.128484,-83.203644,"10/01/2019"
"MILTON POLICE DEPARTMENT","MILTON POLICE DEPARTMENT","GA0605700","MILTON POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","FULTON",FALSE,34.10218,-84.26602,"08/01/2019"
"NORMAN PARK POLICE DEPARTMENT","NORMAN PARK POLICE DEPARTMENT","GA0350400","NORMAN PARK POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","COLQUITT",FALSE,31.189758,-83.769741,"01/01/2019"
"PICKENS COUNTY SHERIFFS OFFICE","PICKENS COUNTY SHERIFF'S OFFICE","GA1120000","PICKENS COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","PICKENS",FALSE,34.468723,-84.43023,NA
"SNELLVILLE POLICE DEPARTMENT","SNELLVILLE POLICE DEPARTMENT","GA0670800","SNELLVILLE POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","GWINNETT",FALSE,33.83367,-84.00958,"10/01/2019"
"TALIAFERRO COUNTY SHERIFF'S OFFICE","TALIAFERRO COUNTY SHERIFF'S OFFICE","GA1310000","TALIAFERRO COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","TALIAFERRO",FALSE,33.559314,-82.875208,NA
"TATTNALL COUNTY SHERIFF'S OFFICE","TATTNALL COUNTY SHERIFF'S OFFICE","GA1320000","TATTNALL COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","TATTNALL",FALSE,32.043768,-82.059208,NA
"TOCCOA POLICE DEPARTMENT","TOCCOA POLICE DEPARTMENT","GA1270100","TOCCOA POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","STEPHENS",FALSE,34.552914,-83.290216,NA
"TYBEE ISLAND POLICE DEPARTMENT","TYBEE ISLAND POLICE DEPARTMENT","GA0250600","TYBEE ISLAND POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","CHATHAM",FALSE,31.980523,-81.08519,"05/01/2019"
"WARWICK POLICE DEPARTMENT","WARWICK POLICE DEPARTMENT","GA1590300","WARWICK POLICE DEPARTMENT","City","Georgia","GA","South Atlantic","South","Region III","WORTH",FALSE,31.551773,-83.84996,NA
"WORTH COUNTY SHERIFF'S OFFICE","WORTH COUNTY SHERIFF'S OFFICE","GA1590000","WORTH COUNTY SHERIFF'S OFFICE","County","Georgia","GA","South Atlantic","South","Region III","WORTH",FALSE,31.527578,-83.83554,"10/01/2019"
"GOODING COUNTY SHERIFF'S OFFICE","GOODING COUNTY SHERIFF'S OFFICE","ID0240000","GOODING COUNTY SHERIFF'S OFFICE","County","Idaho","ID","Mountain","West","Region IV","GOODING",TRUE,42.939297,-114.712845,"01/01/1992"
"GRANGEVILLE POLICE DEPARTMENT","GRANGEVILLE POLICE DEPARTMENT","ID0250200","GRANGEVILLE POLICE DEPARTMENT","City","Idaho","ID","Mountain","West","Region IV","IDAHO",TRUE,45.92685,-116.12123,"03/01/1994"
"JEROME COUNTY SHERIFF'S OFFICE","JEROME COUNTY SHERIFF'S OFFICE","ID0270000","JEROME COUNTY SHERIFF'S OFFICE","County","Idaho","ID","Mountain","West","Region IV","JEROME",TRUE,42.726112,-114.518456,"10/01/1992"
"LATAH COUNTY SHERIFF'S OFFICE","LATAH COUNTY SHERIFF'S OFFICE","ID0290000","LATAH COUNTY SHERIFF'S OFFICE","County","Idaho","ID","Mountain","West","Region IV","LATAH",TRUE,46.81892,-116.730974,"11/01/1992"
"LINCOLN COUNTY SHERIFFS OFFICE","LINCOLN COUNTY SHERIFF'S OFFICE","ID0320000","LINCOLN COUNTY SHERIFF'S OFFICE","County","Idaho","ID","Mountain","West","Region IV","LINCOLN",TRUE,42.93367,-114.40767,"02/01/1995"
"OROFINO POLICE DEPARTMENT","OROFINO POLICE DEPARTMENT","ID0180100","OROFINO POLICE DEPARTMENT","City","Idaho","ID","Mountain","West","Region IV","CLEARWATER",TRUE,46.67257,-115.6535,"01/01/1992"
"TETON COUNTY SHERIFF'S OFFICE","TETON COUNTY SHERIFF'S OFFICE","ID0410000","TETON COUNTY SHERIFF'S OFFICE","County","Idaho","ID","Mountain","West","Region IV","TETON",TRUE,43.760994,-111.211765,"01/01/1992"
"TWIN FALLS COUNTY SHERIFF'S OFFICE","TWIN FALLS COUNTY SHERIFF'S OFFICE","ID0420000","TWIN FALLS COUNTY SHERIFF'S OFFICE","County","Idaho","ID","Mountain","West","Region IV","TWIN FALLS",TRUE,42.352309,-114.665639,"01/01/1992"
"AVISTON POLICE DEPARTMENT","AVISTON POLICE DEPARTMENT","IL0140700","AVISTON POLICE DEPARTMENT","City","Illinois","IL","East North Central","Midwest","Region II","CLINTON",FALSE,38.606423,-89.423136,NA
"BARTONVILLE POLICE DEPARTMENT","BARTONVILLE POLICE DEPARTMENT","IL0720100","BARTONVILLE POLICE DEPARTMENT","City","Illinois","IL","East North Central","Midwest","Region II","PEORIA",FALSE,40.650146,-89.652,NA
"BELVIDERE POLICE DEPARTMENT","BELVIDERE POLICE DEPARTMENT","IL0040100","BELVIDERE POLICE DEPARTMENT","City","Illinois","IL","East North Central","Midwest","Region II","BOONE",FALSE,42.318983,-88.824295,NA
"BOURBONNAIS POLICE DEPARTMENT","BOURBONNAIS POLICE DEPARTMENT","IL0460300","BOURBONNAIS POLICE DEPARTMENT","City","Illinois","IL","East North Central","Midwest","Region II","KANKAKEE",FALSE,41.13951,-87.861117,NA
"BROADVIEW POLICE DEPARTMENT","BROADVIEW POLICE DEPARTMENT","IL0161200","BROADVIEW POLICE DEPARTMENT","City","Illinois","IL","East North Central","Midwest","Region II","COOK",FALSE,41.894294,-87.645455,NA
"BROOKLYN POLICE DEPARTMENT","BROOKLYN POLICE DEPARTMENT","IL0821900","BROOKLYN POLICE DEPARTMENT","City","Illinois","IL","East North Central","Midwest","Region II","ST CLAIR",FALSE,38.654087,-90.16473,NA
"CARLINVILLE POLICE DEPARTMENT","CARLINVILLE POLICE DEPARTMENT","IL0590400","CARLINVILLE POLICE DEPARTMENT","City","Illinois","IL","East North Central","Midwest","Region II","MACOUPIN",FALSE,39.28597,-89.881645,NA
